Timer;Accel1X;Accel1Y;Accel1Z;Gyro1X;Gyro1Y;Gyro1Z;Accel2X;Accel2Y;Accel2Z;Gyro2X;Gyro2Y;Gyro2Z;Flexion;Latitude;Longitude;Altitude;Vitesse;Orientation;Satellites;HDOP;
1048090;18864;-2768;-3820;-11898;-3151;564;13500;-5244;32767;-712;-2157;-3987;0;48.845928;2.358027;49;4;75;12;102;
1050131;17964;-20;-3928;-11186;3730;426;12884;-2432;32767;1466;4562;-5851;0;48.845928;2.358027;49;4;75;12;102;
1052168;19712;-1148;1668;-11863;5520;505;16100;-3824;32767;-1238;5592;-4686;0;48.845970;2.358115;47;6;75;12;121;
1054553;19304;1892;-6080;-10355;84;613;13172;-932;32767;5268;1032;-4493;0;48.845970;2.358115;47;6;75;12;121;
1056590;23968;-692;2424;-11290;-1087;502;21068;-2840;32767;1000;-615;-3773;0;48.845970;2.358115;47;6;75;12;121;
1058627;20268;3288;-396;-11101;-582;1052;16276;644;32767;3269;-169;2279;0;48.846085;2.358277;43;4;42;12;128;
1061268;16168;-648;-524;-11861;431;796;11800;-3288;32767;-110;1126;-1199;0;48.846085;2.358277;43;4;42;12;128;
1063305;18524;-1680;52;-12209;3395;894;14392;-4264;32767;-2187;4109;844;0;48.846085;2.358277;43;4;42;12;128;
1065342;20676;-1348;-300;-12133;-3564;970;15772;-3948;32767;-1050;-3156;727;0;48.846088;2.358278;43;4;37;12;274;
1067769;21620;-2848;800;-10702;1395;834;17688;-5144;32767;4288;2049;-636;0;48.846088;2.358278;43;4;37;12;274;
1069811;19612;-3012;-460;-12182;-1307;656;15404;-5604;32767;-2291;-944;-2570;0;48.846088;2.358278;43;4;37;12;274;
1071848;19092;-920;-776;-11465;1051;787;14644;-3472;32767;977;1301;-1110;0;48.846203;2.358443;37;3;57;12;238;
1074649;21424;-540;12;-11602;667;768;16960;-3260;32767;518;1063;-1461;0;48.846203;2.358443;37;3;57;12;238;
1076686;21480;480;2484;-11722;-1414;643;17848;-2280;32767;158;-1006;-2067;0;48.846203;2.358443;37;3;57;12;238;
1078723;21292;312;3204;-11121;383;990;18004;-2112;32767;2592;765;577;0;48.846275;2.358504;38;4;27;12;155;
1081666;18272;-1276;5252;-10951;-5090;749;14304;-3928;32767;3441;-4562;-1819;0;48.846275;2.358504;38;4;27;12;155;
1083703;20644;-4144;512;-11439;-2353;980;15844;-6784;32767;1810;-1500;2051;0;48.846275;2.358504;38;4;27;12;155;
1085740;23712;-2688;1896;-11128;-3507;917;19864;-4956;32767;2747;-3018;1992;0;48.846329;2.358580;41;3;35;12;98;
1087972;19088;-1500;-632;-11861;18;513;14572;-3692;32767;-633;826;-3786;0;48.846329;2.358580;41;3;35;12;98;
1090009;20348;628;360;-11639;7916;812;16696;-2084;32767;16;8423;-494;0;48.846329;2.358580;41;3;35;12;98;
1092050;23684;-532;488;-12246;-5631;1071;19116;-2932;32767;-1328;-5283;2788;0;48.846405;2.358466;40;5;310;12;122;
1094760;17860;2076;-376;-11469;492;861;13960;-908;32767;1545;725;31;0;48.846405;2.358466;40;5;310;12;122;
1096797;13780;-944;2752;-11560;-580;681;9708;-3616;32767;909;429;-1607;0;48.846405;2.358466;40;5;310;12;122;
1098834;18120;548;-696;-11871;4916;578;14268;-1852;32767;-1188;6075;-2859;0;48.846462;2.358344;36;4;313;12;127;
1101962;19864;-1364;-1420;-11496;-4515;895;14320;-3920;32767;1082;-3860;84;0;48.846462;2.358344;36;4;313;12;127;
1103999;21404;1304;1732;-12836;463;898;17612;-1148;32767;-3535;75;1601;0;48.846462;2.358344;36;4;313;12;127;
1106036;23388;-812;2552;-12013;-3500;840;20140;-3452;32767;-443;-3552;237;0;48.846523;2.358268;36;3;304;12;130;
1108560;23368;-424;1312;-11347;-3185;684;19320;-2840;32767;1266;-2438;-2139;0;48.846523;2.358268;36;3;304;12;130;
1110597;20732;3936;-84;-11692;8474;567;17188;1328;32767;55;8823;-3964;0;48.846523;2.358268;36;3;304;12;130;
1112650;22148;1180;236;-10914;442;685;18364;-1580;32767;3158;854;-2255;0;48.846523;2.358265;36;5;308;12;127;
1114866;18800;-2868;632;-12177;-6299;955;13472;-5272;32767;-886;-5426;1230;0;48.846523;2.358265;36;5;308;12;127;
1116903;19056;-360;-736;-11760;-493;839;14488;-3220;32767;-242;-179;-731;0;48.846523;2.358265;36;5;308;12;127;
1118940;19080;-764;2396;-11564;-4771;740;15060;-3484;32767;235;-4593;-1833;0;48.846626;2.358095;35;4;301;12;110;
1122084;15756;796;2824;-9979;674;768;11588;-2332;32767;6495;1177;-2262;0;48.846626;2.358095;35;4;301;12;110;
1124134;17476;2676;-1348;-11325;1846;716;12956;-272;32767;1666;2404;-1628;0;48.846626;2.358095;35;4;301;12;110;
1126171;15800;1644;-1288;-11074;1698;695;11444;-1092;32767;2406;2610;-2136;0;48.846676;2.358004;34;5;305;12;120;
1128457;21800;2204;-1028;-12411;1950;991;17724;-552;32767;-1745;2211;2429;0;48.846676;2.358004;34;5;305;12;120;
1130494;21492;2364;-1732;-12522;4257;366;17036;-148;32767;-3545;4606;-5671;0;48.846676;2.358004;34;5;305;12;120;
1132535;18032;608;592;-12000;367;807;13548;-2040;32767;-314;906;-136;0;48.846733;2.357959;33;2;0;12;115;
1134960;21220;2000;600;-11461;181;893;16744;-488;32767;1674;517;356;0;48.846733;2.357959;33;2;0;12;115;
1137001;21368;692;692;-12163;645;746;17080;-1936;32767;-1478;1153;-490;0;48.846733;2.357959;33;2;0;12;115;
1139038;22312;-512;-1364;-12889;-2306;809;17952;-2820;32767;-4109;-1863;1623;0;48.846767;2.358001;33;1;46;12;113;
1141566;20108;-872;1156;-11088;1095;789;15892;-3232;32767;2400;1426;-1271;0;48.846767;2.358001;33;1;46;12;113;
1143605;22336;-772;-1072;-12283;-702;712;17644;-3144;32767;-1750;-600;-1130;0;48.846767;2.358001;33;1;46;12;113;
1145642;21020;-844;-4920;-12557;3112;692;16200;-3264;32767;-2862;3960;-1391;0;48.846767;2.358001;33;2;127;12;115;
1148062;21532;1908;-2048;-12288;499;865;16488;-892;32767;-1524;755;1137;0;48.846767;2.358001;33;2;127;12;115;
1150099;22024;440;-828;-11539;2477;801;17708;-1868;32767;790;2873;121;0;48.846767;2.358001;33;2;127;12;115;
1152141;19460;1088;-920;-12116;-1022;1083;14696;-1624;32767;-959;-954;2251;0;48.846893;2.358169;39;4;36;12;110;
1154564;23064;844;-752;-11808;2391;975;19076;-1592;32767;160;2584;2015;0;48.846893;2.358169;39;4;36;12;110;
1156601;23104;1908;-772;-11544;2466;1090;18608;-408;32767;1839;2942;3009;0;48.846893;2.358169;39;4;36;12;110;
1158638;19412;-692;2852;-11250;2465;781;15348;-3096;32767;1864;2970;-344;0;48.846966;2.358275;41;4;49;12;97;
1162117;21332;4336;-4968;-12335;10667;523;16932;1704;32767;-2252;11330;-2434;0;48.846966;2.358275;41;4;49;12;97;
1164157;15964;2552;-124;-10542;11371;651;11548;-256;32767;3462;11712;-3855;0;48.846966;2.358275;41;4;49;12;97;
1166194;14208;-256;324;-10535;4810;1139;9092;-3060;32767;4876;5484;1361;0;48.847023;2.358372;42;4;73;12;78;
1169077;17580;1008;-908;-11367;5276;591;13216;-1900;32767;912;5754;-3875;0;48.847023;2.358372;42;4;73;12;78;
1171114;18680;1672;984;-11248;3301;627;14684;-948;32767;1718;3799;-2761;0;48.847023;2.358372;42;4;73;12;78;
1173155;20660;1404;-1188;-11056;5162;635;16576;-1076;32767;1684;5563;-3721;0;48.847042;2.358490;43;5;114;12;71;
1175785;17344;4136;-2084;-12215;7360;1143;12960;1380;32767;-629;7645;2980;0;48.847042;2.358490;43;5;114;12;71;
1177822;16220;1312;2784;-12829;2825;981;12552;-1148;32767;-4064;3112;2944;0;48.847042;2.358490;43;5;114;12;71;
1179859;19492;276;-1856;-12371;3445;447;14420;-2656;32767;-3127;4157;-4228;0;48.847031;2.358631;45;5;110;12;81;
1183082;16616;948;36;-12493;-504;821;12488;-1684;32767;-2660;-3;489;0;48.847031;2.358631;45;5;110;12;81;
1185122;16848;1064;-428;-11054;1257;682;12532;-1364;32767;2493;1546;-1885;0;48.847031;2.358631;45;5;110;12;81;
1187159;21356;96;3304;-11291;1483;451;18208;-2472;32767;1358;1366;-4740;0;48.847004;2.358763;45;6;110;12;87;
1190078;23576;1080;-1696;-11156;-4137;1029;19352;-1636;32767;2956;-3101;2258;0;48.847004;2.358763;45;6;110;12;87;
1192115;24200;-1324;576;-12968;-8914;956;19560;-3808;32767;-3796;-9091;2605;0;48.847004;2.358763;45;6;110;12;87;
1194152;18376;1812;-3276;-11532;2091;737;13024;-644;32767;1195;2208;-1380;0;48.846985;2.358916;46;3;94;12;90;
1197421;22328;-864;-356;-11915;-2405;863;17976;-3076;32767;-213;-1689;284;0;48.846985;2.358916;46;3;94;12;90;
1199460;19276;332;-5584;-11927;215;558;13920;-2320;32767;-843;1184;-3251;0;48.846985;2.358916;46;3;94;12;90;
1201497;16472;-2808;-1744;-12083;-4113;545;11100;-5580;32767;-1558;-3786;-2956;0;48.846970;2.359067;46;5;89;12;96;
1205074;16604;2088;240;-13571;3864;767;12708;-720;32767;-6735;4672;1124;0;48.846970;2.359067;46;5;89;12;96;
1207114;13960;988;4588;-10768;1841;1253;10676;-1880;32767;4523;2535;3887;0;48.846970;2.359067;46;5;89;12;96;
1209151;16980;-832;2384;-12018;1719;650;12480;-3876;32767;-1372;2175;-2218;0;48.846958;2.359217;45;4;92;12;97;
1212987;19044;3192;-1020;-12541;3;865;14512;424;32767;-2095;152;2437;0;48.846958;2.359217;45;4;92;12;97;
1215024;18628;-1620;2736;-13824;-5720;821;14496;-4088;32767;-7346;-5283;671;0;48.846958;2.359217;45;4;92;12;97;
1217061;13744;2056;-308;-13068;38;772;8792;-880;32767;-5127;779;-302;0;48.846954;2.359328;43;5;118;12;93;
1220088;16572;1148;2376;-13901;1864;454;13240;-1332;32767;-8882;2109;-3357;0;48.846954;2.359328;43;5;118;12;93;
1222125;15416;1888;2028;-12019;802;925;10820;-808;32767;-352;1226;1204;0;48.846954;2.359328;43;5;118;12;93;
1224162;17860;-848;2100;-12660;2701;1049;13716;-3300;32767;-2521;3098;2588;0;48.846905;2.359377;44;4;125;12;93;
1226675;15388;196;-44;-12562;-6059;1257;9716;-2168;32767;-1878;-5502;5331;0;48.846905;2.359377;44;4;125;12;93;
1228715;14068;1564;2684;-10996;2511;819;10164;-1156;32767;2655;3093;-53;0;48.846905;2.359377;44;4;125;12;93;
1230752;19844;-1964;2700;-11784;2599;675;15484;-4684;32767;-925;2996;-2378;0;48.846836;2.359411;44;5;197;12;95;
1233972;17168;2664;136;-12635;-1751;668;12708;364;32767;-3173;-1290;-1136;0;48.846836;2.359411;44;5;197;12;95;
1236009;11116;-980;-612;-11986;-4344;649;5808;-3864;32767;-1208;-3440;-3662;0;48.846836;2.359411;44;5;197;12;95;
1238046;15880;-976;540;-11851;-11962;893;10940;-3600;32767;383;-11364;282;0;48.846764;2.359375;46;5;189;12;151;
1240912;17848;3508;-6436;-12408;5356;660;12824;572;32767;-2294;6585;-1465;0;48.846764;2.359375;46;5;189;12;151;
1242949;20648;-1564;188;-12926;-3792;672;16816;-3960;32767;-4841;-3639;-2103;0;48.846764;2.359375;46;5;189;12;151;
1244986;20744;-1420;3788;-11428;-4925;870;17204;-4284;32767;1872;-4947;-41;0;48.846680;2.359335;45;5;212;12;145;
1247672;16064;44;2956;-12195;-2893;908;12036;-2792;32767;-1564;-2198;797;0;48.846680;2.359335;45;5;212;12;145;
1249709;17300;132;1556;-11449;-5533;837;12348;-2604;32767;1133;-4869;-795;0;48.846680;2.359335;45;5;212;12;145;
1251764;19464;2112;-2260;-11492;2921;613;15032;-512;32767;310;4018;-3046;0;48.846622;2.359259;44;5;214;12;165;
1254070;17896;2804;1208;-13366;2426;825;14980;548;32767;-5313;3013;2037;0;48.846622;2.359259;44;5;214;12;165;
1256106;14448;1808;752;-9701;1827;1171;10064;-836;32767;8711;2761;2602;0;48.846622;2.359259;44;5;214;12;165;
1258143;20708;1080;628;-11573;-473;716;16580;-1320;32767;571;417;-1510;0;48.846535;2.359165;40;6;231;12;152;
1261674;23212;-1568;2644;-12644;-357;599;19168;-3924;32767;-4142;-161;-1883;0;48.846535;2.359165;40;6;231;12;152;
1263711;14732;-624;-1084;-10417;3069;917;9452;-3276;32767;5248;3722;-197;0;48.846535;2.359165;40;6;231;12;152;
1265748;19508;724;2988;-12353;-8152;1117;15632;-1908;32767;-1387;-7767;3711;0;48.846535;2.359163;40;4;232;12;152;
1267972;21360;3844;-1436;-12044;5726;659;16972;1364;32767;-895;6187;-1389;0;48.846535;2.359163;40;4;232;12;152;
1270009;21488;3196;-1308;-13541;220;526;16920;476;32767;-7490;499;-3150;0;48.846535;2.359163;40;4;232;12;152;
1272051;18548;2396;2704;-11667;-2655;966;14252;-212;32767;322;-2680;1392;0;48.846420;2.358984;42;4;235;12;153;
1274489;18432;-624;4788;-10932;1010;695;14668;-3208;32767;2673;1387;-3316;0;48.846420;2.358984;42;4;235;12;153;
1276526;23628;1924;1908;-11044;1222;468;19932;-300;32767;1790;1694;-4146;0;48.846420;2.358984;42;4;235;12;153;
1278563;21176;720;-1104;-12097;3740;864;17192;-1576;32767;-764;4712;495;0;48.846367;2.358901;42;4;222;12;150;
1281077;19684;1160;984;-13263;-6809;1357;14864;-1492;32767;-3728;-6650;6369;0;48.846367;2.358901;42;4;222;12;150;
1283116;14984;2224;888;-11850;-2248;1009;10668;-560;32767;291;-1544;2322;0;48.846367;2.358901;42;4;222;12;150;
1285153;13440;3120;116;-14474;1608;1032;8712;320;32767;-9488;1976;4471;0;48.846291;2.358767;43;4;242;12;165;
1289866;21152;1044;2708;-11609;-2593;955;17452;-1248;32767;1335;-2313;2226;0;48.846291;2.358767;43;4;242;12;165;
1291903;22860;1524;-356;-12274;3037;931;18404;-972;32767;-1590;3560;908;0;48.846291;2.358767;43;4;242;12;165;
1293945;23184;-320;664;-11974;1059;940;18996;-2540;32767;-735;1510;1757;0;48.846237;2.358680;41;5;215;12;166;
1296487;21356;-2952;8056;-10896;-4637;825;18020;-5696;32767;2976;-4645;-761;0;48.846237;2.358680;41;5;215;12;166;
1298524;19836;-1748;5180;-11078;-1018;1333;16024;-4452;32767;3877;-335;4959;0;48.846237;2.358680;41;5;215;12;166;
1300561;17260;40;2712;-10735;-385;471;13124;-2708;32767;3102;172;-4083;0;48.846184;2.358582;42;3;217;12;139;
1303678;13452;-4104;2556;-11342;-867;1377;8128;-6800;32767;3069;-158;4823;0;48.846184;2.358582;42;3;217;12;139;
1305715;12464;2508;-1612;-11669;8886;480;7800;-164;32767;-866;9860;-4671;0;48.846184;2.358582;42;3;217;12;139;
1307752;20228;-728;1816;-12150;-4304;620;16316;-3052;32767;-2224;-3699;-2274;0;48.846130;2.358476;43;4;210;12;98;
1310872;22016;3276;-6988;-13091;277;964;15800;380;32767;-4449;999;1691;0;48.846130;2.358476;43;4;210;12;98;
1312908;21984;1276;4812;-12569;-2774;796;18340;-1332;32767;-3278;-2760;-722;0;48.846130;2.358476;43;4;210;12;98;
1314949;20664;2012;-1696;-13097;-3105;800;15872;-348;32767;-4172;-2664;1071;0;48.846088;2.358378;41;5;251;12;97;
1317764;15444;2168;332;-10977;1426;758;11132;-564;32767;3075;2021;-1931;0;48.846088;2.358378;41;5;251;12;97;
1319800;12304;1392;3396;-11498;1042;896;8036;-1360;32767;1192;1727;6;0;48.846088;2.358378;41;5;251;12;97;
1321837;11452;2188;1296;-10644;2213;1140;6456;-672;32767;4831;3028;1866;0;48.846039;2.358289;40;3;264;12;105;
1324576;21392;488;392;-9946;3541;868;16768;-1968;32767;6922;4892;-1635;0;48.846039;2.358289;40;3;264;12;105;
1326612;22552;-148;-52;-12268;490;640;17816;-2492;32767;-1932;958;-1491;0;48.846039;2.358289;40;3;264;12;105;
1328649;21912;20;2544;-12087;1951;481;18200;-2308;32767;-1965;2309;-4029;0;48.845974;2.358217;43;8;182;12;123;
1331976;14340;52;4844;-12396;-4627;589;10056;-2672;32767;-3010;-4566;-2855;0;48.845974;2.358217;43;8;182;12;123;
1334013;13164;2300;1584;-10087;9552;630;9228;-572;32767;5369;9926;-3734;0;48.845974;2.358217;43;8;182;12;123;
1336054;21124;3424;-1916;-11753;3614;894;17028;824;32767;219;4200;679;0;48.845924;2.358129;43;2;178;12;102;
1338588;23224;1752;-1128;-12557;-1582;444;19244;-540;32767;-3210;-902;-3290;0;48.845924;2.358129;43;2;178;12;102;
1340625;18332;1636;2184;-11114;3631;832;14472;-1032;32767;2516;3986;-358;0;48.845924;2.358129;43;2;178;12;102;
1342662;14908;-572;2772;-12094;1059;798;10420;-3304;32767;-1124;1779;-1076;0;48.845924;2.358121;43;4;230;12;104;
1344987;18120;1604;-592;-10460;4304;533;13696;-1020;32767;3993;5055;-4544;0;48.845924;2.358121;43;4;230;12;104;
1347027;20472;260;-624;-12306;-15059;921;15256;-2188;32767;-725;-14763;2088;0;48.845924;2.358121;43;4;230;12;104;
1349064;16860;-528;1732;-11210;-5364;930;12140;-3432;32767;2827;-4881;1803;0;48.845879;2.357861;43;2;258;12;93;
1352071;15520;744;304;-10446;-862;1042;9908;-1936;32767;5249;191;822;0;48.845879;2.357861;43;2;258;12;93;
1354107;17024;2008;1332;-10519;-4014;971;12880;-636;32767;5382;-3357;1236;0;48.845879;2.357861;43;2;258;12;93;
1356149;14360;-208;4532;-11572;620;413;10316;-2896;32767;63;816;-4739;0;48.845867;2.357785;39;0;269;12;92;
1358881;18660;1416;-1208;-11450;-977;897;14096;-1336;32767;1273;-356;-618;0;48.845867;2.357785;39;0;269;12;92;
1360918;18500;244;2620;-11782;-5539;708;15016;-2252;32767;-639;-5035;-1830;0;48.845867;2.357785;39;0;269;12;92;
1362959;14428;2768;1884;-9599;5077;1113;10432;-68;32767;8312;5826;1467;0;48.845798;2.357692;38;4;223;12;94;
1368087;25244;3712;-1420;-10535;-3929;551;19892;1400;32767;3824;-3624;-3780;0;48.845798;2.357692;38;4;223;12;94;
1370140;21012;3472;1232;-7932;5545;51;17560;1132;32767;12632;5509;-11557;0;48.845798;2.357692;38;4;223;12;94;
1372178;16044;-4724;3112;-12247;-2625;1209;12872;-7656;32767;-367;-1307;5496;0;48.845715;2.357617;40;3;255;12;91;
1375103;17320;2784;-28;-12521;-783;794;12624;-180;32767;-2304;-410;1060;0;48.845715;2.357617;40;3;255;12;91;
1377140;20792;1232;864;-13494;3514;1017;17596;-984;32767;-6898;3613;2626;0;48.845715;2.357617;40;3;255;12;91;
1379195;18672;6316;-4816;-15122;8476;694;14008;3556;32767;-12621;8602;1485;0;48.845661;2.357539;40;2;226;12;98;
1382074;15732;2264;13568;-11412;11043;2012;13472;-20;32767;3420;11417;13331;0;48.845661;2.357539;40;2;226;12;98;
1384111;13176;9940;3404;-10017;2591;85;8548;7408;32767;4772;3100;-9292;0;48.845661;2.357539;40;2;226;12;98;
1386147;23824;-2728;4380;-11732;1423;-335;22920;-5048;32767;-2700;1095;-14105;0;48.845554;2.357354;41;3;236;12;109;
1396093;-8972;7020;2888;-11627;1689;729;-12608;3228;32767;980;2451;-757;0;48.845554;2.357354;41;3;236;12;109;
1398133;13956;8632;3488;-12411;-4319;1555;9344;5884;32767;-248;-3809;9180;0;48.845554;2.357354;41;3;236;12;109;
1400170;12580;4512;1044;-11363;6656;1024;7692;1424;32767;2107;7492;2035;0;48.845520;2.357284;40;3;268;12;205;
1403078;14532;2180;928;-13957;-5014;1317;9644;-864;32767;-7190;-4770;6559;0;48.845520;2.357284;40;3;268;12;205;
1405115;15984;1672;2988;-12324;4013;493;12544;-1068;32767;-2264;4056;-2877;0;48.845520;2.357284;40;3;268;12;205;
1407156;16940;-88;2692;-12683;3720;1133;13300;-3152;32767;-2498;4241;4171;0;48.845409;2.357231;41;2;207;12;160;
1412106;13824;308;4444;-13140;16725;568;10780;-2204;32767;-6304;16829;-1513;0;48.845409;2.357231;41;2;207;12;160;
1414143;15212;964;6164;-13164;1197;566;11500;-1928;32767;-5628;1515;-3205;0;48.845409;2.357231;41;2;207;12;160;
1416180;22784;-604;24;-13233;-3869;903;18816;-2772;32767;-5506;-3437;1549;0;48.845371;2.357133;40;4;170;12;133;
1418957;17892;4152;1836;-12092;-5104;607;13764;1904;32767;-1361;-4854;-2664;0;48.845371;2.357133;40;4;170;12;133;
1420997;18252;3104;-276;-10697;-1060;1267;13584;528;32767;5300;-355;5010;1;48.845371;2.357133;40;4;170;12;133;
1423034;15608;1212;5684;-9776;-5838;816;11648;-1424;32767;7520;-5229;-2088;0;;;;;;;;
1425059;16388;4292;1156;-11025;8202;504;11860;1136;32767;2533;8741;-3376;0;;;;;;;;
1427084;17692;1664;916;-11021;1598;1202;13080;-1096;32767;3380;2688;4799;0;;;;;;;;
1429109;16236;2812;-4124;-12197;-3560;699;10964;972;32767;-1202;-2496;-1909;0;;;;;;;;
1431139;17628;2632;-1124;-10559;6198;1054;12812;-112;32767;4377;6818;1088;0;;;;;;;;
1433164;20196;2212;68;-11354;-933;871;15488;-672;32767;1450;-566;-386;0;;;;;;;;
1435189;17600;5204;1812;-11055;-770;868;13296;2828;32767;3207;-266;657;0;;;;;;;;
1437214;16140;2756;-764;-11909;-5720;1320;11616;-68;32767;520;-5234;5784;0;;;;;;;;
1439239;13676;3116;-1180;-13340;3350;623;9708;740;32767;-6365;3771;-2025;0;;;;;;;;
1441264;20824;2484;-3348;-9552;-3169;682;15944;-316;32767;8535;-2688;-2157;0;;;;;;;;
1443721;19824;1004;1876;-10906;-12;899;15844;-1324;32767;3464;657;-261;0;;;;;;;;
1445749;21260;3100;-2544;-12145;625;666;16568;584;32767;-1323;859;-2369;0;;;;;;;;
1447774;17396;172;-1900;-10343;4510;887;13200;-2836;32767;5562;5238;-629;0;;;;;;;;
1450141;18760;504;-2984;-11676;550;851;14816;-1988;32767;362;716;-520;0;;;;;;;;
1452166;18704;1584;-2724;-11689;-4987;1195;13024;-1260;32767;1664;-4498;3645;0;;;;;;;;
1454190;23372;208;-2472;-9861;10008;1064;18120;-2360;32767;7261;10938;1026;0;;;;;;;;
1456525;20276;4176;-5128;-10382;-184;952;15712;1484;32767;5817;926;325;0;;;;;;;;
1458555;17948;2272;-4940;-13141;5090;1069;12908;-432;32767;-5095;5947;3380;0;;;;;;;;
1460580;15972;808;228;-13036;4259;874;11172;-1844;32767;-4816;4283;515;0;;;;;;;;
1462828;21332;1604;-456;-10801;-1618;1145;16608;-1320;32767;5226;-786;4860;0;;;;;;;;
1464853;20172;4320;-24;-12050;-159;618;15892;1756;32767;-1165;396;-2681;0;;;;;;;;
1466878;21384;4892;-2668;-12383;-4886;710;17424;2376;32767;-2182;-4396;-1271;0;;;;;;;;
1469227;16440;2848;1436;-10765;-966;690;12244;208;32767;3367;-469;-3807;0;;;;;;;;
1471267;22488;2088;-10708;-7958;-8617;592;16916;-444;32767;14747;-7131;-5158;0;;;;;;;;
1473294;14364;656;-2232;-11353;-1672;989;9932;-2308;32767;2783;-1041;1369;0;;;;;;;;
1475725;18800;3360;-5592;-13271;965;1025;13740;724;32767;-4686;1457;1419;0;;;;;;;;
1477750;17680;1660;-3312;-11474;3887;907;13260;-956;32767;1742;4591;557;0;;;;;;;;
1479775;20956;5332;-2880;-12688;-2404;873;16372;2840;32767;-2953;-2140;-150;0;;;;;;;;
1482023;20152;2312;-1396;-12508;91;923;15180;-236;32767;-2704;546;601;0;;;;;;;;
1484053;21616;2192;-1420;-11606;-307;1007;17220;-556;32767;1644;429;2162;0;;;;;;;;
1486078;23820;860;-5136;-11197;-2256;1068;19264;-1608;32767;3561;-1577;2865;0;;;;;;;;
1488231;24280;4320;-2972;-13517;-874;1068;19780;2104;32767;-5015;-382;4583;0;;;;;;;;
1490256;19536;3288;1744;-12404;2918;848;15180;796;32767;-2334;3178;110;0;;;;;;;;
1492281;22620;3532;-220;-12420;1374;884;18348;996;32767;-1810;1728;1424;0;;;;;;;;
1494631;18368;5288;-1804;-13714;3083;1327;14092;2452;32767;-6313;3527;6624;0;;;;;;;;
1496659;20352;764;-2040;-13259;1504;1135;15944;-2148;32767;-4664;1996;3605;0;;;;;;;;
1498684;14992;52;-400;-11263;-831;632;10612;-2796;32767;2114;-397;-3768;0;;;;;;;;
1501224;19604;3832;-2992;-11785;-1082;855;15288;1228;32767;924;-255;-724;0;;;;;;;;
1503251;18280;2996;-3408;-9285;-1042;802;13576;600;32767;10250;-65;-3032;0;;;;;;;;
